row,t0_s,frame,s_cm,s_norm,lat_cm,y_cm,speed_cm_s,vy_cm_s,total_cm
1264,305.987,25,1015.21,0.572093,-5.36,414.18,4887.7,1889.8,1774.56
1265,305.987,26,1055.41,0.594746,-5.29,429.67,4812.6,1852.3,1774.56
1266,305.987,27,1095.58,0.617380,-5.21,445.07,4880.0,1869.8,1774.56
1267,305.987,28,1135.70,0.639994,-5.13,460.40,4668.7,1780.6,1774.56
1268,305.987,29,1175.80,0.662588,-5.06,475.64,4908.8,1863.5,1774.56
1269,305.987,30,1215.86,0.685162,-4.98,490.80,4797.5,1812.9,1774.56
1270,305.987,31,1255.88,0.707716,-4.91,505.87,4829.1,1816.3,1774.56
1271,305.987,32,1295.87,0.730251,-4.83,520.87,4790.1,1793.1,1774.56
1272,305.987,33,1335.82,0.752765,-4.75,535.78,4857.3,1809.7,1774.56
1273,305.987,34,1375.74,0.775260,-4.68,550.61,4680.3,1735.4,1774.56
1274,305.987,35,1415.63,0.797735,-4.60,565.35,4710.3,1738.2,1774.56
1275,305.987,36,1455.47,0.820190,-4.52,580.02,4706.8,1728.4,1774.56
1276,305.987,37,1495.29,0.842626,-4.45,594.60,4915.4,1796.2,1774.56
1277,305.987,38,1535.06,0.865041,-4.37,609.10,4666.1,1696.8,1774.56
1278,305.987,39,1574.90,0.887489,-4.29,623.55,4882.7,1766.7,1774.56
1279,305.987,40,1614.61,0.909865,-4.22,637.88,4659.1,1677.4,1774.56
1280,305.987,41,1654.28,0.932221,-4.14,652.13,4828.1,1729.6,1774.56
1281,305.987,42,1693.91,0.954557,-4.07,666.30,4719.6,1682.2,1774.56
1282,305.987,43,1733.66,0.976953,-3.99,680.44,4910.9,1741.4,1774.56
1283,305.987,44,1773.22,0.999249,-3.91,694.44,4747.0,1674.7,1774.56
1284,321.547,0,0.00,0.000000,0.00,0.00,0.0,-0.0,1734.04
1285,321.547,1,39.85,0.022983,0.08,10.56,4766.2,1263.1,1734.04
1286,321.547,2,79.65,0.045933,-0.00,21.04,4759.3,1253.2,1734.04
1287,321.547,3,119.42,0.068870,-0.08,31.44,4654.7,1216.7,1734.04
1288,321.547,4,159.12,0.091763,-0.41,41.75,4890.4,1270.6,1734.04
1289,321.547,5,198.80,0.114643,-0.74,51.98,4815.4,1241.7,1734.04
1290,321.547,6,238.40,0.137483,-1.29,62.13,4807.2,1231.7,1734.04
1291,321.547,7,277.98,0.160310,-1.84,72.20,4666.3,1186.5,1734.04
1292,321.547,8,317.55,0.183124,-2.38,82.18,4766.8,1202.8,1734.04
1293,321.547,9,357.08,0.205926,-2.93,92.08,4661.4,1167.1,1734.04
1294,321.547,10,396.60,0.228715,-3.48,101.90,4832.9,1200.6,1734.04
1295,321.547,11,436.10,0.251492,-4.02,111.64,4690.4,1156.0,1734.04
1296,321.547,12,475.57,0.274256,-4.57,121.29,4722.2,1154.5,1734.04
1297,321.547,13,515.02,0.297008,-5.12,130.86,4754.5,1153.1,1734.04
1298,321.547,14,554.50,0.319775,-5.45,140.35,4757.7,1143.1,1734.04
1299,321.547,15,593.96,0.342529,-5.78,149.76,4652.7,1108.7,1734.04
1300,321.547,16,633.45,0.365303,-5.86,159.08,4794.8,1131.6,1734.04
1301,321.547,17,672.92,0.388065,-5.94,168.33,4792.4,1121.6,1734.04
1302,321.547,18,712.40,0.410834,-5.86,177.48,4656.5,1079.6,1734.04
1303,321.547,19,751.87,0.433591,-5.78,186.56,4757.0,1093.4,1734.04
1304,321.547,20,791.31,0.456336,-5.70,195.56,4754.7,1083.5,1734.04
1305,321.547,21,830.72,0.479067,-5.63,204.47,4583.9,1035.5,1734.04
1306,321.547,22,870.40,0.501947,-5.55,213.36,4891.7,1095.3,1734.04
1307,321.547,23,909.77,0.524654,-5.47,222.10,4783.1,1061.4,1734.04
1308,321.547,24,949.13,0.547348,-5.39,230.77,4711.1,1036.1,1734.04
1309,321.547,25,988.46,0.570030,-5.31,239.35,4709.0,1026.2,1734.04
1310,321.547,26,1027.77,0.592698,-5.23,247.85,4741.4,1023.8,1734.04
1311,321.547,27,1067.05,0.615355,-5.15,256.26,4637.0,992.0,1734.04
1312,321.547,28,1106.32,0.637999,-5.08,264.60,4737.2,1003.9,1734.04
1313,321.547,29,1145.56,0.660630,-5.00,272.85,4770.2,1001.4,1734.04
1314,321.547,30,1184.78,0.683248,-4.92,281.02,4733.0,984.1,1734.04
1315,321.547,31,1223.98,0.705855,-4.84,289.10,4662.4,960.0,1734.04
1316,321.547,32,1263.25,0.728499,-4.76,297.12,4774.6,973.5,1734.04
1317,321.547,33,1302.41,0.751080,-4.68,305.04,4658.4,940.4,1734.04
1318,321.547,34,1341.54,0.773648,-4.60,312.88,4724.9,944.3,1734.04
1319,321.547,35,1380.65,0.796204,-4.53,320.64,4757.9,941.3,1734.04
1320,321.547,36,1419.74,0.818747,-4.45,328.31,4652.5,911.0,1734.04
1321,321.547,37,1458.81,0.841278,-4.37,335.90,4754.0,921.2,1734.04
1322,321.547,38,1497.86,0.863796,-4.29,343.41,4717.1,904.5,1734.04
1323,321.547,39,1536.89,0.886301,-4.21,350.83,4422.5,839.1,1734.04
1324,321.547,40,1575.89,0.908794,-4.13,358.18,4748.3,891.2,1734.04
1325,321.547,41,1614.87,0.931275,-4.05,365.44,4746.4,881.2,1734.04
1326,321.547,42,1653.83,0.953742,-3.97,372.62,4744.5,871.2,1734.04
1327,321.547,43,1692.77,0.976198,-3.90,379.71,4540.9,824.5,1734.04
1328,321.547,44,1732.49,0.999101,-3.82,386.87,4911.1,881.6,1734.04
1329,333.972,0,0.00,0.000000,0.00,0.00,0.0,0.0,1755.14
1330,333.972,1,40.19,0.022899,0.08,6.82,4877.7,827.5,1755.14
1331,333.972,2,80.33,0.045770,-0.00,13.55,4835.9,811.4,1755.14
1332,333.972,3,120.46,0.068633,-0.08,20.21,4906.4,813.5,1755.14
1333,333.972,4,160.51,0.091453,-0.41,26.78,4687.5,768.9,1755.14
1334,333.972,5,200.55,0.114265,-0.75,33.26,4859.4,787.4,1755.14
1335,333.972,6,240.52,0.137040,-1.29,39.67,4678.7,749.6,1755.14
1336,333.972,7,280.48,0.159807,-1.84,45.99,4886.6,773.1,1755.14
1337,333.972,8,320.43,0.182567,-2.39,52.23,4778.0,746.3,1755.14
1338,333.972,9,360.36,0.205318,-2.93,58.39,4847.2,747.4,1755.14
1339,333.972,10,400.28,0.228062,-3.48,64.47,4672.6,711.0,1755.14
1340,333.972,11,440.18,0.250797,-4.02,70.46,4808.6,722.0,1755.14
1341,333.972,12,480.07,0.273525,-4.57,76.37,4571.8,677.2,1755.14
1342,333.972,13,519.95,0.296245,-5.12,82.20,4877.4,712.6,1755.14
1343,333.972,14,559.86,0.318985,-5.45,87.94,4774.9,687.1,1755.14
1344,333.972,15,599.76,0.341718,-5.78,93.61,4844.2,687.3,1755.14
1345,333.972,16,639.71,0.364478,-5.86,99.19,4744.7,662.5,1755.14
1346,333.972,17,679.64,0.387230,-5.94,104.69,4848.7,667.2,1755.14
1347,333.972,18,719.60,0.409994,-5.86,110.10,4678.5,633.8,1755.14
1348,333.972,19,759.54,0.432751,-5.79,115.43,4814.8,642.5,1755.14
1349,333.972,20,799.46,0.455499,-5.71,120.68,4849.1,637.2,1755.14
1350,333.972,21,839.38,0.478240,-5.63,125.85,4812.1,622.6,1755.14
1351,333.972,22,879.28,0.500972,-5.55,130.94,4707.0,599.4,1755.14
1352,333.972,23,919.16,0.523697,-5.48,135.94,4845.2,607.2,1755.14
1353,333.972,24,959.03,0.546414,-5.40,140.86,4704.6,580.0,1755.14
1354,333.972,25,998.89,0.569123,-5.32,145.70,4842.8,587.1,1755.14
1355,333.972,26,1038.73,0.591824,-5.24,150.45,4446.3,530.0,1755.14
1356,333.972,27,1078.56,0.614517,-5.17,155.13,5145.3,602.9,1755.14
1357,333.972,28,1118.38,0.637202,-5.09,159.72,4839.2,557.1,1755.14
1358,333.972,29,1158.18,0.659879,-5.01,164.23,4874.2,551.2,1755.14
1359,333.972,30,1197.97,0.682548,-4.93,168.65,4631.1,514.2,1755.14
1360,333.972,31,1237.74,0.705209,-4.86,172.99,4835.9,527.1,1755.14
1361,333.972,32,1277.50,0.727863,-4.78,177.26,4729.7,505.8,1755.14
1362,333.972,33,1317.25,0.750508,-4.70,181.43,4869.8,510.8,1755.14
1363,333.972,34,1356.98,0.773146,-4.62,185.53,4693.6,482.7,1755.14
1364,333.972,35,1396.70,0.795775,-4.54,189.54,4796.1,483.4,1755.14
1365,333.972,36,1436.40,0.818397,-4.47,193.47,4658.1,460.0,1755.14
1366,333.972,37,1476.09,0.841011,-4.39,197.32,4794.2,463.6,1755.14
1367,333.972,38,1515.77,0.863616,-4.31,201.09,4793.2,453.6,1755.14
1368,333.972,39,1555.43,0.886214,-4.23,204.77,4827.8,447.0,1755.14
1369,333.972,40,1595.08,0.908804,-4.16,208.37,4756.4,430.6,1755.14
1370,333.972,41,1634.71,0.931386,-4.08,211.89,4826.0,426.9,1755.14
1371,333.972,42,1674.33,0.953960,-4.00,215.32,4619.8,399.2,1755.14
1372,333.972,43,1713.94,0.976526,-3.92,218.67,4824.2,406.9,1755.14
1373,333.972,44,1753.53,0.999085,-3.85,221.95,4823.4,396.9,1755.14
1374,342.961,0,0.00,0.000000,0.00,0.00,,0.0,1751.94
1375,342.961,1,40.08,0.022877,0.08,5.94,4758.4,704.7,1751.94
1376,342.961,2,80.11,0.045727,0.00,11.79,4822.6,705.1,1751.94
1377,342.961,3,120.13,0.068569,-0.08,17.56,4751.3,685.1,1751.94
1378,342.961,4,160.08,0.091371,-0.41,23.25,4777.6,680.2,1751.94
1379,342.961,5,200.01,0.114166,-0.75,28.85,4883.1,685.3,1751.94
1380,342.961,6,239.89,0.136927,-1.30,34.37,4700.7,651.0,1751.94
1381,342.961,7,279.75,0.159680,-1.85,39.81,4803.0,655.4,1751.94
1382,342.961,8,319.60,0.182427,-2.39,45.17,4801.7,645.4,1751.94
1383,342.961,9,359.44,0.205166,-2.94,50.45,4730.8,626.3,1751.94
1384,342.961,10,399.27,0.227899,-3.49,55.64,4661.9,607.7,1751.94
1385,342.961,11,439.08,0.250625,-4.04,60.75,4906.0,629.5,1751.94
1386,342.961,12,478.88,0.273344,-4.59,65.78,4761.5,601.3,1751.94
1387,342.961,13,518.67,0.296055,-5.14,70.72,4760.2,591.4,1751.94
1388,342.961,14,558.50,0.318788,-5.48,75.59,4764.5,581.5,1751.94
1389,342.961,15,598.31,0.341514,-5.81,80.37,4870.0,584.5,1751.94
1390,342.961,16,638.17,0.364266,-5.89,85.06,4804.2,565.9,1751.94
1391,342.961,17,678.02,0.387012,-5.97,89.68,4768.0,551.9,1751.94
1392,342.961,18,717.89,0.409771,-5.89,94.21,4771.1,542.1,1751.94
1393,342.961,19,757.75,0.432523,-5.81,98.66,4840.7,540.1,1751.94
1394,342.961,20,797.60,0.455269,-5.73,103.03,4734.4,518.6,1751.94
1395,342.961,21,837.44,0.478007,-5.65,107.31,4802.9,516.2,1751.94
1396,342.961,22,877.26,0.500738,-5.57,111.52,4732.3,499.0,1751.94
1397,342.961,23,917.07,0.523463,-5.49,115.64,4800.8,496.4,1751.94
1398,342.961,24,956.87,0.546180,-5.41,119.68,4764.8,482.9,1751.94
1399,342.961,25,996.66,0.568891,-5.34,123.63,4729.3,469.6,1751.94
1400,342.961,26,1036.44,0.591594,-5.26,127.50,4762.8,463.1,1751.94
1401,342.961,27,1076.20,0.614291,-5.18,131.29,4761.9,453.3,1751.94
1402,342.961,28,1115.95,0.636981,-5.10,135.00,4795.9,446.7,1751.94
1403,342.961,29,1155.69,0.659663,-5.02,138.63,4795.0,436.7,1751.94
1404,342.961,30,1195.42,0.682339,-4.94,142.17,4724.7,420.6,1751.94
1405,342.961,31,1235.13,0.705008,-4.86,145.63,4758.3,413.8,1751.94
1406,342.961,32,1274.83,0.727670,-4.79,149.01,4723.0,401.0,1751.94
1407,342.961,33,1314.53,0.750326,-4.71,152.30,4899.7,405.9,1751.94
1408,342.961,34,1354.20,0.772974,-4.63,155.51,4790.8,387.0,1751.94
1409,342.961,35,1393.87,0.795615,-4.55,158.65,4720.5,371.6,1751.94
1410,342.961,36,1433.52,0.818249,-4.47,161.69,4824.7,369.9,1751.94
1411,342.961,37,1473.17,0.840877,-4.39,164.66,4753.5,354.6,1751.94
1412,342.961,38,1512.80,0.863497,-4.31,167.54,4718.3,342.2,1751.94
1413,342.961,39,1552.41,0.886111,-4.23,170.34,4752.1,334.9,1751.94
1414,342.961,40,1592.02,0.908717,-4.16,173.06,4821.8,329.8,1751.94
1415,342.961,41,1631.61,0.931317,-4.08,175.69,4821.1,319.8,1751.94
1416,342.961,42,1671.19,0.953910,-4.00,178.25,4785.0,307.5,1751.94
1417,342.961,43,1710.76,0.976496,-3.92,180.72,4715.0,293.3,1751.94
1418,342.961,44,1750.32,0.999075,-3.84,183.10,4680.5,281.4,1751.94
1419,383.878,0,0.00,0.000000,0.00,0.00,0.0,0.0,1768.69
1420,383.878,1,40.70,0.023011,0.08,11.94,4445.5,1303.8,1768.69
1421,383.878,2,81.34,0.045989,0.01,23.79,5006.6,1460.2,1768.69
1422,383.878,3,121.96,0.068954,-0.06,35.56,5199.1,1506.7,1768.69
1423,383.878,4,162.49,0.091873,-0.39,47.25,4993.8,1439.9,1768.69
1424,383.878,5,203.01,0.114778,-0.72,58.86,4810.0,1378.0,1768.69
1425,383.878,6,243.45,0.137642,-1.27,70.38,4836.8,1378.1,1768.69
1426,383.878,7,283.86,0.160492,-1.81,81.82,4869.5,1378.3,1768.69
1427,383.878,8,324.25,0.183329,-2.35,93.18,4866.7,1368.4,1768.69
1428,383.878,9,364.62,0.206152,-2.89,104.46,4500.0,1256.8,1768.69
1429,383.878,10,404.96,0.228962,-3.44,115.65,5205.7,1444.1,1768.69
1430,383.878,11,445.28,0.251758,-3.98,126.76,4788.0,1319.2,1768.69
1431,383.878,12,485.58,0.274540,-4.52,137.79,4928.2,1348.5,1768.69
1432,383.878,13,525.85,0.297308,-5.07,148.74,4520.6,1228.4,1768.69
1433,383.878,14,566.14,0.320091,-5.40,159.60,5200.0,1401.5,1768.69
1434,383.878,15,606.41,0.342859,-5.73,170.38,4782.9,1280.0,1768.69
1435,383.878,16,646.72,0.365647,-5.80,181.08,4821.9,1279.5,1768.69
1436,383.878,17,687.00,0.388421,-5.87,191.70,4819.3,1269.6,1768.69
1437,383.878,18,727.29,0.411200,-5.79,202.23,4820.8,1259.7,1768.69
1438,383.878,19,767.55,0.433965,-5.71,212.68,4818.2,1249.9,1768.69
1439,383.878,20,807.79,0.456717,-5.62,223.05,4887.0,1258.4,1768.69
1440,383.878,21,848.01,0.479455,-5.54,233.34,4611.2,1178.5,1768.69
1441,383.878,22,888.20,0.502180,-5.46,243.54,4918.3,1247.6,1768.69
1442,383.878,23,928.37,0.524891,-5.37,253.66,4773.3,1201.6,1768.69
1443,383.878,24,968.51,0.547588,-5.29,263.70,4913.2,1227.4,1768.69
1444,383.878,25,1008.63,0.570271,-5.21,273.66,4700.3,1165.2,1768.69
1445,383.878,26,1048.73,0.592941,-5.12,283.53,4871.9,1198.3,1768.69
1446,383.878,27,1088.80,0.615598,-5.04,293.32,4382.5,1069.5,1768.69
1447,383.878,28,1128.85,0.638240,-4.96,303.03,5298.7,1282.8,1768.69
1448,383.878,29,1168.87,0.660869,-4.87,312.66,4793.6,1151.2,1768.69
1449,383.878,30,1208.87,0.683485,-4.79,322.20,4898.5,1166.9,1768.69
1450,383.878,31,1248.85,0.706086,-4.70,331.66,4524.4,1069.1,1768.69
1451,383.878,32,1288.80,0.728673,-4.62,341.04,5245.8,1229.3,1768.69
1452,383.878,33,1328.72,0.751246,-4.53,350.34,4369.4,1015.4,1768.69
1453,383.878,34,1368.62,0.773806,-4.45,359.55,5199.2,1198.1,1768.69
1454,383.878,35,1409.39,0.796856,-4.36,368.88,4816.1,1100.2,1768.69
1455,383.878,36,1449.25,0.819388,-4.27,377.93,4920.8,1114.5,1768.69
1456,383.878,37,1489.07,0.841907,-4.19,386.90,4810.0,1079.9,1768.69
1457,383.878,38,1528.88,0.864412,-4.10,395.78,4916.3,1094.1,1768.69
1458,383.878,39,1568.66,0.886903,-4.02,404.58,4668.3,1029.8,1768.69
1459,383.878,40,1608.41,0.909381,-3.93,413.29,4839.0,1057.9,1768.69
1460,383.878,41,1648.15,0.931845,-3.85,421.93,4664.1,1010.5,1768.69
1461,383.878,42,1687.85,0.954295,-3.76,430.48,4870.8,1045.6,1768.69
1462,383.878,43,1727.54,0.976732,-3.67,438.95,4438.0,944.0,1768.69
1463,383.878,44,1767.20,0.999155,-3.59,447.34,4657.9,981.5,1768.69
